,sbj,Trial,rt,item_value_1,item_value_2,choice,DwellLeft,DwellRight,OV,rt_max,Right,gaze_1,gaze_2,diff,Overall Value,Right Value - Left Value,gaze diff,Dwell Time Advantage (R - L),Magnitude
17,1,28.0,1.727,2.0,5.0,2.0,706.0,717.0,7.0,3.794033043306947,1,0.4961349262122277,0.5038650737877723,3.0,7.0,3.0,4.0,0.0,Low
18,1,29.0,1.368,8.0,3.0,1.0,599.0,498.0,11.0,3.794033043306947,0,0.5460346399270738,0.45396536007292615,5.0,11.0,-5.0,4.0,0.0,High
19,1,30.0,1.568,10.0,5.0,1.0,796.0,458.0,15.0,3.794033043306947,0,0.6347687400318979,0.3652312599681021,5.0,15.0,-5.0,3.0,-0.25,High
20,1,31.0,1.697,2.0,4.0,2.0,698.0,561.0,6.0,3.794033043306947,1,0.5544082605242255,0.4455917394757744,2.0,6.0,2.0,4.0,0.0,Low
21,1,32.0,1.595,8.0,7.0,2.0,957.0,362.0,15.0,3.794033043306947,1,0.7255496588324488,0.2744503411675512,1.0,15.0,-1.0,2.0,-0.5,High
22,1,33.0,2.701,3.0,3.0,1.0,1255.0,839.0,6.0,3.794033043306947,0,0.5993314231136581,0.40066857688634194,0.0,6.0,0.0,3.0,-0.25,Low
23,1,34.0,1.471,2.0,7.0,2.0,619.0,481.0,9.0,3.794033043306947,1,0.5627272727272727,0.43727272727272726,5.0,9.0,5.0,3.0,-0.25,High
24,1,35.0,2.055,4.0,7.0,2.0,898.0,899.0,11.0,3.794033043306947,1,0.4997217584863662,0.5002782415136339,3.0,11.0,3.0,4.0,0.0,High
25,1,36.0,1.303,4.0,9.0,2.0,737.0,237.0,13.0,3.794033043306947,1,0.7566735112936345,0.2433264887063655,5.0,13.0,5.0,2.0,-0.5,High
26,1,38.0,1.304,3.0,2.0,2.0,216.0,640.0,5.0,3.794033043306947,1,0.2523364485981308,0.7476635514018691,1.0,5.0,-1.0,6.0,0.5,Low
27,1,39.0,1.581,6.0,5.0,1.0,1157.0,179.0,11.0,3.794033043306947,0,0.8660179640718563,0.1339820359281437,1.0,11.0,-1.0,1.0,-0.75,High
28,1,41.0,1.291,10.0,5.0,1.0,740.0,259.0,15.0,3.794033043306947,0,0.7407407407407407,0.25925925925925924,5.0,15.0,-5.0,2.0,-0.5,High
29,1,42.0,1.433,5.0,1.0,1.0,658.0,420.0,6.0,3.794033043306947,0,0.6103896103896104,0.38961038961038963,4.0,6.0,-4.0,3.0,-0.25,Low
30,1,43.0,1.25,9.0,6.0,1.0,579.0,398.0,15.0,3.794033043306947,0,0.5926305015353122,0.40736949846468784,3.0,15.0,-3.0,3.0,-0.25,High
31,1,44.0,1.409,6.0,6.0,2.0,475.0,642.0,12.0,3.794033043306947,1,0.4252461951656222,0.5747538048343778,0.0,12.0,0.0,5.0,0.25,High
32,1,45.0,1.342,10.0,9.0,2.0,418.0,541.0,19.0,3.794033043306947,1,0.4358706986444213,0.5641293013555787,1.0,19.0,-1.0,5.0,0.25,High
33,1,46.0,1.363,5.0,2.0,2.0,236.0,79.0,7.0,3.794033043306947,1,0.7492063492063492,0.2507936507936508,3.0,7.0,-3.0,2.0,-0.5,Low
34,1,47.0,2.243,4.0,3.0,1.0,1124.0,857.0,7.0,3.794033043306947,0,0.5673902069661787,0.4326097930338213,1.0,7.0,-1.0,3.0,-0.25,Low
35,1,48.0,1.288,3.0,4.0,2.0,539.0,259.0,7.0,3.794033043306947,1,0.6754385964912281,0.32456140350877194,1.0,7.0,1.0,2.0,-0.5,Low
36,1,49.0,1.112,7.0,2.0,1.0,517.0,140.0,9.0,3.794033043306947,0,0.786910197869102,0.213089802130898,5.0,9.0,-5.0,1.0,-0.75,High
37,1,50.0,1.538,5.0,8.0,2.0,703.0,537.0,13.0,3.794033043306947,1,0.5669354838709677,0.43306451612903224,3.0,13.0,3.0,3.0,-0.25,High
38,1,51.0,0.807,10.0,5.0,1.0,339.0,179.0,15.0,3.794033043306947,0,0.6544401544401545,0.34555984555984554,5.0,15.0,-5.0,3.0,-0.25,High
39,1,52.0,1.117,7.0,2.0,1.0,399.0,419.0,9.0,3.794033043306947,0,0.4877750611246944,0.5122249388753056,5.0,9.0,-5.0,4.0,0.0,High
40,1,54.0,1.119,6.0,2.0,1.0,520.0,398.0,8.0,3.794033043306947,0,0.5664488017429193,0.4335511982570806,4.0,8.0,-4.0,3.0,-0.25,High
41,1,55.0,1.97,4.0,7.0,2.0,820.0,840.0,11.0,3.794033043306947,1,0.4939759036144578,0.5060240963855421,3.0,11.0,3.0,4.0,0.0,High
42,1,56.0,1.074,3.0,6.0,2.0,279.0,281.0,9.0,3.794033043306947,1,0.4982142857142857,0.5017857142857143,3.0,9.0,3.0,4.0,0.0,High
43,1,57.0,1.668,9.0,4.0,1.0,499.0,694.0,13.0,3.794033043306947,0,0.41827326068734283,0.5817267393126572,5.0,13.0,-5.0,5.0,0.25,High
44,1,58.0,2.089,1.0,3.0,2.0,458.0,1119.0,4.0,3.794033043306947,1,0.29042485732403295,0.709575142675967,2.0,4.0,2.0,6.0,0.5,Low
45,1,59.0,2.241,2.0,7.0,2.0,1077.0,478.0,9.0,3.794033043306947,1,0.692604501607717,0.307395498392283,5.0,9.0,5.0,2.0,-0.5,High
46,1,60.0,0.937,3.0,7.0,2.0,379.0,319.0,10.0,3.794033043306947,1,0.5429799426934098,0.45702005730659023,4.0,10.0,4.0,4.0,0.0,High
47,1,61.0,1.251,6.0,8.0,1.0,398.0,419.0,14.0,3.794033043306947,0,0.48714810281517745,0.5128518971848225,2.0,14.0,2.0,4.0,0.0,High
48,1,63.0,1.125,1.0,3.0,2.0,498.0,339.0,4.0,3.794033043306947,1,0.5949820788530465,0.4050179211469534,2.0,4.0,2.0,3.0,-0.25,Low
49,1,64.0,0.801,9.0,4.0,1.0,461.0,100.0,13.0,3.794033043306947,0,0.82174688057041,0.17825311942959002,5.0,13.0,-5.0,1.0,-0.75,High
50,1,65.0,0.975,1.0,3.0,2.0,220.0,480.0,4.0,3.794033043306947,1,0.3142857142857143,0.6857142857142857,2.0,4.0,2.0,6.0,0.5,Low
51,1,66.0,1.514,6.0,4.0,1.0,581.0,715.0,10.0,3.794033043306947,0,0.44830246913580246,0.5516975308641975,2.0,10.0,-2.0,4.0,0.0,High
52,1,67.0,0.682,1.0,4.0,2.0,219.0,222.0,5.0,3.794033043306947,1,0.4965986394557823,0.5034013605442177,3.0,5.0,3.0,4.0,0.0,Low
53,1,68.0,1.323,2.0,6.0,2.0,578.0,458.0,8.0,3.794033043306947,1,0.5579150579150579,0.4420849420849421,4.0,8.0,4.0,3.0,-0.25,High
54,1,69.0,1.009,5.0,3.0,1.0,359.0,398.0,8.0,3.794033043306947,0,0.47424042272126815,0.5257595772787318,2.0,8.0,-2.0,4.0,0.0,High
55,1,70.0,1.341,6.0,9.0,2.0,460.0,537.0,15.0,3.794033043306947,1,0.46138415245737213,0.5386158475426279,3.0,15.0,3.0,4.0,0.0,High
56,1,71.0,0.852,6.0,10.0,2.0,511.0,110.0,16.0,3.794033043306947,1,0.822866344605475,0.17713365539452497,4.0,16.0,4.0,1.0,-0.75,High
57,1,72.0,0.832,2.0,6.0,2.0,179.0,240.0,8.0,3.794033043306947,1,0.42720763723150357,0.5727923627684964,4.0,8.0,4.0,5.0,0.25,High
58,1,73.0,1.025,4.0,9.0,2.0,458.0,259.0,13.0,3.794033043306947,1,0.6387726638772664,0.3612273361227336,5.0,13.0,5.0,3.0,-0.25,High
59,1,74.0,1.902,4.0,9.0,2.0,916.0,716.0,13.0,3.794033043306947,1,0.5612745098039216,0.4387254901960784,5.0,13.0,5.0,3.0,-0.25,High
60,1,75.0,1.277,6.0,10.0,2.0,418.0,478.0,16.0,3.794033043306947,1,0.46651785714285715,0.5334821428571429,4.0,16.0,4.0,4.0,0.0,High
61,1,76.0,0.755,6.0,10.0,2.0,0.0,239.0,16.0,3.794033043306947,1,0.0,1.0,4.0,16.0,4.0,8.0,1.0,High
62,1,77.0,1.357,6.0,8.0,2.0,319.0,537.0,14.0,3.794033043306947,1,0.3726635514018692,0.6273364485981309,2.0,14.0,2.0,5.0,0.25,High
63,1,78.0,1.427,2.0,1.0,1.0,598.0,597.0,3.0,3.794033043306947,0,0.500418410041841,0.499581589958159,1.0,3.0,-1.0,4.0,0.0,Low
64,1,79.0,0.928,7.0,3.0,1.0,373.0,299.0,10.0,3.794033043306947,0,0.5550595238095238,0.44494047619047616,4.0,10.0,-4.0,4.0,0.0,High
65,1,80.0,1.971,2.0,4.0,1.0,924.0,761.0,6.0,3.794033043306947,0,0.5483679525222552,0.4516320474777448,2.0,6.0,2.0,4.0,0.0,Low
66,1,81.0,1.167,2.0,6.0,2.0,298.0,579.0,8.0,3.794033043306947,1,0.33979475484606614,0.6602052451539339,4.0,8.0,4.0,5.0,0.25,High
67,1,82.0,1.123,4.0,6.0,2.0,419.0,299.0,10.0,3.794033043306947,1,0.5835654596100278,0.41643454038997213,2.0,10.0,2.0,3.0,-0.25,High
68,1,84.0,1.22,4.0,5.0,2.0,458.0,538.0,9.0,3.794033043306947,1,0.4598393574297189,0.5401606425702812,1.0,9.0,1.0,4.0,0.0,High
69,1,86.0,1.102,4.0,3.0,2.0,378.0,459.0,7.0,3.794033043306947,1,0.45161290322580644,0.5483870967741935,1.0,7.0,-1.0,4.0,0.0,Low
70,1,87.0,2.291,10.0,10.0,1.0,1495.0,538.0,20.0,3.794033043306947,0,0.7353664535169699,0.26463354648303,0.0,20.0,0.0,2.0,-0.5,High
71,1,88.0,0.745,2.0,6.0,2.0,299.0,240.0,8.0,3.794033043306947,1,0.5547309833024119,0.4452690166975881,4.0,8.0,4.0,4.0,0.0,High
72,1,89.0,1.713,2.0,2.0,2.0,797.0,478.0,4.0,3.794033043306947,1,0.6250980392156863,0.3749019607843137,0.0,4.0,0.0,3.0,-0.25,Low
73,1,90.0,0.974,3.0,6.0,2.0,318.0,418.0,9.0,3.794033043306947,1,0.4320652173913043,0.5679347826086957,3.0,9.0,3.0,5.0,0.25,High
74,1,91.0,2.256,5.0,4.0,2.0,1196.0,836.0,9.0,3.794033043306947,1,0.5885826771653543,0.41141732283464566,1.0,9.0,-1.0,3.0,-0.25,High
75,1,92.0,0.834,6.0,3.0,1.0,339.0,319.0,9.0,3.794033043306947,0,0.5151975683890577,0.4848024316109423,3.0,9.0,-3.0,4.0,0.0,High
76,1,93.0,1.771,2.0,4.0,1.0,740.0,782.0,6.0,3.794033043306947,0,0.48620236530880423,0.5137976346911958,2.0,6.0,2.0,4.0,0.0,Low
77,1,94.0,0.864,4.0,4.0,2.0,401.0,239.0,8.0,3.794033043306947,1,0.6265625,0.3734375,0.0,8.0,0.0,3.0,-0.25,High
78,1,95.0,0.804,4.0,1.0,1.0,339.0,219.0,5.0,3.794033043306947,0,0.6075268817204301,0.3924731182795699,3.0,5.0,-3.0,3.0,-0.25,Low
79,1,96.0,2.06,5.0,5.0,2.0,239.0,1594.0,10.0,3.794033043306947,1,0.1303873431533006,0.8696126568466994,0.0,10.0,0.0,7.0,0.75,High
80,1,97.0,1.042,1.0,5.0,2.0,458.0,216.0,6.0,3.794033043306947,1,0.6795252225519288,0.32047477744807124,4.0,6.0,4.0,2.0,-0.5,Low
81,1,98.0,0.844,8.0,10.0,2.0,180.0,359.0,18.0,3.794033043306947,1,0.3339517625231911,0.6660482374768089,2.0,18.0,2.0,5.0,0.25,High
82,1,99.0,0.898,4.0,3.0,2.0,260.0,378.0,7.0,3.794033043306947,1,0.40752351097178685,0.5924764890282131,1.0,7.0,-1.0,5.0,0.25,Low
83,1,100.0,0.964,2.0,2.0,1.0,278.0,438.0,4.0,3.794033043306947,0,0.388268156424581,0.611731843575419,0.0,4.0,0.0,5.0,0.25,Low
84,2,1.0,1.672,5.0,2.0,1.0,657.0,820.0,7.0,3.1278134449900943,0,0.4448205822613406,0.5551794177386594,3.0,7.0,-3.0,4.0,0.0,Low
85,2,2.0,1.748,9.0,8.0,1.0,498.0,764.0,17.0,3.1278134449900943,0,0.39461172741679873,0.6053882725832013,1.0,17.0,-1.0,5.0,0.25,High
86,2,3.0,2.104,7.0,10.0,2.0,476.0,1373.0,17.0,3.1278134449900943,1,0.2574364521362899,0.7425635478637101,3.0,17.0,3.0,6.0,0.5,High
87,2,5.0,2.94,0.0,5.0,1.0,1045.0,1623.0,5.0,3.1278134449900943,0,0.3916791604197901,0.6083208395802099,5.0,5.0,5.0,5.0,0.25,Low
88,2,8.0,1.77,2.0,7.0,2.0,535.0,940.0,9.0,3.1278134449900943,1,0.36271186440677966,0.6372881355932203,5.0,9.0,5.0,5.0,0.25,High
89,2,9.0,3.117,7.0,5.0,1.0,2126.0,716.0,12.0,3.1278134449900943,0,0.7480647431386348,0.25193525686136525,2.0,12.0,-2.0,2.0,-0.5,High
90,2,10.0,1.291,10.0,7.0,1.0,878.0,159.0,17.0,3.1278134449900943,0,0.8466730954676953,0.15332690453230471,3.0,17.0,-3.0,1.0,-0.75,High
91,2,11.0,1.846,2.0,2.0,2.0,649.0,942.0,4.0,3.1278134449900943,1,0.40791954745443115,0.5920804525455688,0.0,4.0,0.0,5.0,0.25,Low
92,2,12.0,1.844,2.0,7.0,1.0,1254.0,283.0,9.0,3.1278134449900943,0,0.8158750813272609,0.1841249186727391,5.0,9.0,5.0,1.0,-0.75,High
93,2,13.0,1.692,8.0,9.0,2.0,579.0,875.0,17.0,3.1278134449900943,1,0.3982118294360385,0.6017881705639615,1.0,17.0,1.0,5.0,0.25,High
94,2,14.0,2.767,4.0,9.0,2.0,1198.0,1313.0,13.0,3.1278134449900943,1,0.47710075667064916,0.5228992433293509,5.0,13.0,5.0,4.0,0.0,High
95,2,15.0,1.758,2.0,7.0,2.0,619.0,874.0,9.0,3.1278134449900943,1,0.4146014735432016,0.5853985264567984,5.0,9.0,5.0,5.0,0.25,High
96,2,16.0,1.847,1.0,2.0,1.0,1020.0,615.0,3.0,3.1278134449900943,0,0.6238532110091743,0.3761467889908257,1.0,3.0,1.0,3.0,-0.25,Low
97,2,18.0,1.128,8.0,10.0,1.0,714.0,202.0,18.0,3.1278134449900943,0,0.7794759825327511,0.2205240174672489,2.0,18.0,2.0,1.0,-0.75,High
98,2,21.0,0.995,8.0,10.0,1.0,420.0,377.0,18.0,3.1278134449900943,0,0.5269761606022585,0.4730238393977415,2.0,18.0,2.0,4.0,0.0,High
99,2,22.0,1.443,8.0,10.0,1.0,435.0,746.0,18.0,3.1278134449900943,0,0.36833192209991533,0.6316680779000847,2.0,18.0,2.0,5.0,0.25,High
100,2,25.0,1.292,3.0,1.0,1.0,399.0,398.0,4.0,3.1278134449900943,0,0.5006273525721455,0.4993726474278545,2.0,4.0,-2.0,4.0,0.0,Low
101,2,26.0,1.428,8.0,10.0,2.0,494.0,702.0,18.0,3.1278134449900943,1,0.41304347826086957,0.5869565217391305,2.0,18.0,2.0,5.0,0.25,High
102,2,27.0,1.898,10.0,7.0,1.0,1179.0,514.0,17.0,3.1278134449900943,0,0.6963969285292381,0.303603071470762,3.0,17.0,-3.0,2.0,-0.5,High
103,2,28.0,1.511,2.0,0.0,1.0,559.0,778.0,2.0,3.1278134449900943,0,0.4181002243829469,0.5818997756170531,2.0,2.0,-2.0,5.0,0.25,Low
104,2,30.0,2.185,10.0,10.0,2.0,835.0,1100.0,20.0,3.1278134449900943,1,0.4315245478036176,0.5684754521963824,0.0,20.0,0.0,5.0,0.25,High
105,2,31.0,1.453,10.0,10.0,2.0,494.0,760.0,20.0,3.1278134449900943,1,0.3939393939393939,0.6060606060606061,0.0,20.0,0.0,5.0,0.25,High
106,2,32.0,2.734,1.0,3.0,2.0,1396.0,978.0,4.0,3.1278134449900943,1,0.5880370682392586,0.4119629317607414,2.0,4.0,2.0,3.0,-0.25,Low
107,2,33.0,1.087,8.0,10.0,2.0,459.0,259.0,18.0,3.1278134449900943,1,0.6392757660167131,0.3607242339832869,2.0,18.0,2.0,3.0,-0.25,High
108,2,34.0,2.593,8.0,5.0,2.0,462.0,1891.0,13.0,3.1278134449900943,1,0.1963450913727157,0.8036549086272843,3.0,13.0,-3.0,7.0,0.75,High
109,2,36.0,1.338,9.0,5.0,1.0,600.0,558.0,14.0,3.1278134449900943,0,0.5181347150259067,0.48186528497409326,4.0,14.0,-4.0,4.0,0.0,High
110,2,37.0,1.472,5.0,9.0,2.0,496.0,718.0,14.0,3.1278134449900943,1,0.4085667215815486,0.5914332784184514,4.0,14.0,4.0,5.0,0.25,High
111,2,39.0,1.431,8.0,9.0,2.0,721.0,439.0,17.0,3.1278134449900943,1,0.621551724137931,0.378448275862069,1.0,17.0,1.0,3.0,-0.25,High
112,2,40.0,2.185,8.0,8.0,1.0,877.0,1077.0,16.0,3.1278134449900943,0,0.44882292732855683,0.5511770726714432,0.0,16.0,0.0,4.0,0.0,High
113,2,41.0,1.361,5.0,8.0,1.0,751.0,221.0,13.0,3.1278134449900943,0,0.772633744855967,0.2273662551440329,3.0,13.0,3.0,2.0,-0.5,High
114,2,42.0,1.603,4.0,8.0,2.0,301.0,1036.0,12.0,3.1278134449900943,1,0.225130890052356,0.774869109947644,4.0,12.0,4.0,6.0,0.5,High
115,2,43.0,0.945,9.0,7.0,1.0,719.0,0.0,16.0,3.1278134449900943,0,1.0,0.0,2.0,16.0,-2.0,0.0,-1.0,High
116,2,44.0,1.031,5.0,8.0,1.0,717.0,120.0,13.0,3.1278134449900943,0,0.8566308243727598,0.14336917562724014,3.0,13.0,3.0,1.0,-0.75,High
117,2,45.0,1.772,1.0,5.0,2.0,283.0,1238.0,6.0,3.1278134449900943,1,0.18606180144641682,0.8139381985535832,4.0,6.0,4.0,7.0,0.75,Low
118,2,47.0,2.003,3.0,5.0,2.0,558.0,1156.0,8.0,3.1278134449900943,1,0.32555425904317387,0.6744457409568262,2.0,8.0,2.0,6.0,0.5,High
119,2,48.0,1.016,7.0,9.0,2.0,400.0,399.0,16.0,3.1278134449900943,1,0.5006257822277848,0.49937421777221525,2.0,16.0,2.0,4.0,0.0,High
120,2,49.0,1.298,7.0,2.0,1.0,277.0,838.0,9.0,3.1278134449900943,0,0.2484304932735426,0.7515695067264574,5.0,9.0,-5.0,6.0,0.5,High
121,2,50.0,1.037,5.0,8.0,1.0,458.0,402.0,13.0,3.1278134449900943,0,0.5325581395348837,0.46744186046511627,3.0,13.0,3.0,4.0,0.0,High
122,2,52.0,2.179,2.0,7.0,2.0,1177.0,815.0,9.0,3.1278134449900943,1,0.5908634538152611,0.40913654618473894,5.0,9.0,5.0,3.0,-0.25,High
123,2,54.0,1.193,9.0,10.0,2.0,395.0,601.0,19.0,3.1278134449900943,1,0.3965863453815261,0.6034136546184738,1.0,19.0,1.0,5.0,0.25,High
124,2,55.0,1.082,4.0,8.0,2.0,295.0,578.0,12.0,3.1278134449900943,1,0.33791523482245134,0.6620847651775487,4.0,12.0,4.0,5.0,0.25,High
125,2,56.0,1.311,2.0,0.0,1.0,636.0,463.0,2.0,3.1278134449900943,0,0.5787079162875342,0.4212920837124659,2.0,2.0,-2.0,3.0,-0.25,Low
126,2,57.0,1.021,4.0,8.0,1.0,348.0,422.0,12.0,3.1278134449900943,0,0.45194805194805193,0.548051948051948,4.0,12.0,4.0,4.0,0.0,High
127,2,58.0,1.141,0.0,3.0,1.0,418.0,517.0,3.0,3.1278134449900943,0,0.4470588235294118,0.5529411764705883,3.0,3.0,3.0,4.0,0.0,Low
128,2,59.0,0.849,9.0,8.0,1.0,241.0,399.0,17.0,3.1278134449900943,0,0.3765625,0.6234375,1.0,17.0,-1.0,5.0,0.25,High
129,2,60.0,1.466,2.0,5.0,1.0,461.0,695.0,7.0,3.1278134449900943,0,0.39878892733564014,0.6012110726643599,3.0,7.0,3.0,5.0,0.25,Low
130,2,61.0,1.178,7.0,8.0,2.0,196.0,738.0,15.0,3.1278134449900943,1,0.20985010706638116,0.7901498929336188,1.0,15.0,1.0,7.0,0.75,High
131,2,63.0,0.854,8.0,8.0,1.0,339.0,280.0,16.0,3.1278134449900943,0,0.5476575121163166,0.45234248788368336,0.0,16.0,0.0,4.0,0.0,High
132,2,64.0,1.325,10.0,9.0,1.0,374.0,761.0,19.0,3.1278134449900943,0,0.3295154185022026,0.6704845814977973,1.0,19.0,-1.0,6.0,0.5,High
133,2,67.0,1.379,1.0,5.0,2.0,400.0,776.0,6.0,3.1278134449900943,1,0.3401360544217687,0.6598639455782312,4.0,6.0,4.0,5.0,0.25,Low
134,2,68.0,2.449,0.0,5.0,2.0,860.0,1351.0,5.0,3.1278134449900943,1,0.3889642695612845,0.6110357304387155,5.0,5.0,5.0,5.0,0.25,Low
135,2,69.0,1.111,1.0,5.0,2.0,459.0,438.0,6.0,3.1278134449900943,1,0.5117056856187291,0.4882943143812709,4.0,6.0,4.0,4.0,0.0,Low
136,2,70.0,2.38,7.0,4.0,1.0,837.0,1191.0,11.0,3.1278134449900943,0,0.41272189349112426,0.5872781065088757,3.0,11.0,-3.0,5.0,0.25,High
137,2,71.0,1.305,4.0,2.0,1.0,399.0,660.0,6.0,3.1278134449900943,0,0.37677053824362605,0.623229461756374,2.0,6.0,-2.0,5.0,0.25,Low
138,2,73.0,1.279,7.0,7.0,2.0,222.0,851.0,14.0,3.1278134449900943,1,0.20689655172413793,0.7931034482758621,0.0,14.0,0.0,7.0,0.75,High
139,2,74.0,1.877,2.0,1.0,2.0,482.0,1192.0,3.0,3.1278134449900943,1,0.28793309438470727,0.7120669056152927,1.0,3.0,-1.0,6.0,0.5,Low
140,2,76.0,1.456,8.0,8.0,1.0,855.0,339.0,16.0,3.1278134449900943,0,0.7160804020100503,0.28391959798994976,0.0,16.0,0.0,2.0,-0.5,High
141,2,78.0,0.743,9.0,10.0,1.0,201.0,73.0,19.0,3.1278134449900943,0,0.7335766423357665,0.2664233576642336,1.0,19.0,1.0,2.0,-0.5,High
142,2,79.0,0.998,8.0,5.0,1.0,441.0,319.0,13.0,3.1278134449900943,0,0.5802631578947368,0.41973684210526313,3.0,13.0,-3.0,3.0,-0.25,High
143,2,81.0,1.639,2.0,1.0,1.0,575.0,803.0,3.0,3.1278134449900943,0,0.4172714078374456,0.5827285921625545,1.0,3.0,-1.0,5.0,0.25,Low
144,2,82.0,1.535,9.0,6.0,1.0,665.0,513.0,15.0,3.1278134449900943,0,0.5645161290322581,0.43548387096774194,3.0,15.0,-3.0,3.0,-0.25,High
145,2,84.0,1.103,10.0,5.0,2.0,229.0,597.0,15.0,3.1278134449900943,1,0.2772397094430993,0.7227602905569007,5.0,15.0,-5.0,6.0,0.5,High
146,2,86.0,0.896,10.0,7.0,1.0,338.0,250.0,17.0,3.1278134449900943,0,0.5748299319727891,0.42517006802721086,3.0,17.0,-3.0,3.0,-0.25,High
147,2,89.0,1.477,0.0,0.0,1.0,836.0,303.0,0.0,3.1278134449900943,0,0.7339771729587358,0.2660228270412643,0.0,0.0,0.0,2.0,-0.5,Low
148,2,90.0,0.944,8.0,7.0,2.0,205.0,518.0,15.0,3.1278134449900943,1,0.2835408022130014,0.7164591977869986,1.0,15.0,-1.0,6.0,0.5,High
149,2,91.0,1.69,8.0,4.0,1.0,542.0,740.0,12.0,3.1278134449900943,0,0.42277691107644305,0.5772230889235569,4.0,12.0,-4.0,5.0,0.25,High
150,2,92.0,0.667,6.0,10.0,2.0,200.0,259.0,16.0,3.1278134449900943,1,0.4357298474945534,0.5642701525054467,4.0,16.0,4.0,5.0,0.25,High
151,2,93.0,1.015,4.0,5.0,2.0,100.0,638.0,9.0,3.1278134449900943,1,0.13550135501355012,0.8644986449864499,1.0,9.0,1.0,7.0,0.75,High
152,2,95.0,1.113,8.0,9.0,2.0,220.0,677.0,17.0,3.1278134449900943,1,0.24526198439241917,0.7547380156075808,1.0,17.0,1.0,6.0,0.5,High
153,2,96.0,1.401,1.0,1.0,2.0,622.0,538.0,2.0,3.1278134449900943,1,0.5362068965517242,0.46379310344827585,0.0,2.0,0.0,4.0,0.0,Low
154,2,97.0,1.332,4.0,2.0,2.0,60.0,500.0,6.0,3.1278134449900943,1,0.10714285714285714,0.8928571428571429,2.0,6.0,-2.0,8.0,1.0,Low
155,2,98.0,0.728,10.0,6.0,1.0,296.0,80.0,16.0,3.1278134449900943,0,0.7872340425531915,0.2127659574468085,4.0,16.0,-4.0,1.0,-0.75,High
156,2,99.0,1.106,10.0,8.0,1.0,217.0,320.0,18.0,3.1278134449900943,0,0.40409683426443205,0.595903165735568,2.0,18.0,-2.0,5.0,0.25,High
